0.0 | 0.0 | 0.0 | 0.6045572137840105 | -0.3399409823500654:-1.6988466385315287E-4 | -3.022325758141875E-4 | 0.009993987926303707
-1.6988466385315287E-4 | -3.022325758141875E-4 | 0.009993987926303707 | -0.920289340056837 | 0.7971961536982437:4.549850093329828E-4 | 3.140082563648505E-4 | 0.019892319810826918
4.549850093329828E-4 | 3.140082563648505E-4 | 0.019892319810826918 | -0.920289340056837 | 0.7971961536982437:0.0018595260105875948 | 0.001833831383223239 | 0.02958595319528939
0.0018595260105875948 | 0.001833831383223239 | 0.02958595319528939 | -0.920289340056837 | 0.7971961536982437:0.004023075365917628 | 0.004235841779361205 | 0.03896853778294056
0.004023075365917628 | 0.004235841779361205 | 0.03896853778294056 | -0.920289340056837 | 0.7971961536982437:0.006919577655656739 | 0.007492342703705801 | 0.0479370363568927
0.006919577655656739 | 0.007492342703705801 | 0.0479370363568927 | -0.920289340056837 | 0.7971961536982437:0.0 | 0.0 | 0.0
0.0 | 0.0 | 0.0 | -0.920289340056837 | 0.7971961536982437:0.010517800033970773 | 0.011569570217390579 | 0.05639232076763251
0.010517800033970773 | 0.011569570217390579 | 0.05639232076763251 | -0.920289340056837 | 0.7971961536982437:0.01478157335571207 | 0.016427958478754 | 0.06423974022634549
0.01478157335571207 | 0.016427958478754 | 0.06423974022634549 | -0.920289340056837 | 0.7971961536982437:0.019670057906863818 | 0.022022434139255753 | 0.07138965930411922
0.019670057906863818 | 0.022022434139255753 | 0.07138965930411922 | -0.920289340056837 | 0.7971961536982437:0.025138032132018526 | 0.02830273804144079 | 0.07775796321080569
0.025138032132018526 | 0.02830273804144079 | 0.07775796321080569 | -0.920289340056837 | 0.7971961536982437:0.03113620265806545 | 0.03521377230703471 | 0.08326652811043639
0.03113620265806545 | 0.03521377230703471 | 0.08326652811043639 | -0.920289340056837 | 0.7971961536982437:0.03761153382785144 | 0.04269597080024512 | 0.08784365442167175
0.03761153382785144 | 0.04269597080024512 | 0.08784365442167175 | -0.920289340056837 | 0.7971961536982437:0.044507594881320084 | 0.0506856908587201 | 0.0914244612508871
0.044507594881320084 | 0.0506856908587201 | 0.0914244612508871 | -0.920289340056837 | 0.7971961536982437:0.05176492285477022 | 0.05911562410269422 | 0.09395124031117419
0.05176492285477022 | 0.05911562410269422 | 0.09395124031117419 | -0.920289340056837 | 0.7971961536982437:0.059321399211611864 | 0.06791522406188022 | 0.0953737678917913
0.059321399211611864 | 0.06791522406188022 | 0.0953737678917913 | -0.920289340056837 | 0.7971961536982437:0.06711263817049562 | 0.07701114829986111 | 0.09564957365841387
0.06711263817049562 | 0.07701114829986111 | 0.09564957365841387 | -0.920289340056837 | 0.7971961536982437:0.0750723846590628 | 0.08632771266724681 | 0.09474416528391283
0.0750723846590628 | 0.08632771266724681 | 0.09474416528391283 | -0.920289340056837 | 0.7971961536982437:0.0831329197938856 | 0.09578735527780247 | 0.09263120813130987
0.0831329197938856 | 0.09578735527780247 | 0.09263120813130987 | -0.920289340056837 | 0.7971961536982437:0.09122547176945883 | 0.10531110777616698 | 0.08929265943399134
0.09122547176945883 | 0.10531110777616698 | 0.08929265943399134 | -0.920289340056837 | 0.7971961536982437:0.09928063003135634 | 0.11481907145168746 | 0.08471885664220813
0.09928063003135634 | 0.11481907145168746 | 0.08471885664220813 | -0.920289340056837 | 0.7971961536982437:0.10722876061081832 | 0.12423089575023244 | 0.07890855982833234
0.10722876061081832 | 0.12423089575023244 | 0.07890855982833234 | -0.920289340056837 | 0.7971961536982437:0.1150004205099775 | 0.13346625674453144 | 0.07186894826528323
0.1150004205099775 | 0.13346625674453144 | 0.07186894826528323 | -0.920289340056837 | 0.7971961536982437:0.12252676904853244 | 0.14244533314347302 | 0.0636155715120057
