0.0 | -1.0 | 0.0:4.0642720372471326E-4 | -0.9999730005256823 | 0.009991700954114825
4.0642720372471326E-4 | -0.9999730005256823 | 0.009991700954114825:0.002022662086882887 | -0.9998655874036378 | 0.029825667960835276
0.002022662086882887 | -0.9998655874036378 | 0.029825667960835276:0.005636026101012322 | -0.999625347508746 | 0.059305072403501635
0.005636026101012322 | -0.999625347508746 | 0.059305072403501635:0.01201537733065879 | -0.9992010300960396 | 0.09818692241790017
0.01201537733065879 | -0.9992010300960396 | 0.09818692241790017:0.02190878504182517 | -0.9985427030438822 | 0.14618340456146484
0.02190878504182517 | -0.9985427030438822 | 0.14618340456146484:0.03604128785058232 | -0.9976019036882998 | 0.2029633321332951
0.03604128785058232 | -0.9976019036882998 | 0.2029633321332951:0.055112739999027105 | -0.9963317839441063 | 0.268153695407197
0.055112739999027105 | -0.9963317839441063 | 0.268153695407197:0.07979574997733163 | -0.994687249424723 | 0.34134130886508296
0.07979574997733163 | -0.994687249424723 | 0.34134130886508296:0.11073371547602692 | -0.9926250922892826 | 0.4220745503555379
0.11073371547602692 | -0.9926250922892826 | 0.4220745503555379:0.1485389583924862 | -0.9901041175626774 | 0.509865186952371
0.1485389583924862 | -0.9901041175626774 | 0.509865186952371:0.19379096335040377 | -0.9870852626916379 | 0.604190282150676
0.19379096335040377 | -0.9870852626916379 | 0.604190282150676:0.24703472292149328 | -0.9835317101176607 | 0.7044941789134659
0.24703472292149328 | -0.9835317101176607 | 0.7044941789134659:0.3087791924652478 | -0.9794089926656047 | 0.8101905529704326
0.3087791924652478 | -0.9794089926656047 | 0.8101905529704326:0.3794958572260016 | -0.9746850915650112 | 0.9206645306718946
0.3794958572260016 | -0.9746850915650112 | 0.9206645306718946:0.4531150052643903 | -0.9708903143669981 | 1.0396161376968636
0.4531150052643903 | -0.9708903143669981 | 1.0396161376968636:0.5293531127512053 | -0.9681933918468038 | 1.1670730768718307
0.5293531127512053 | -0.9681933918468038 | 1.1670730768718307:0.6079279581178891 | -0.9667624900819625 | 1.3030539089776085
0.6079279581178891 | -0.9667624900819625 | 1.3030539089776085:0.6885587882985562 | -0.9667650902826044 | 1.4475681448404256
0.6885587882985562 | -0.9667650902826044 | 1.4475681448404256:0.7709664822853933 | -0.9683678705175472 | 1.6006163411921113
0.7709664822853933 | -0.9683678705175472 | 1.6006163411921113:0.8627187497696187 | -0.9673276080572679 | 1.757900550954998
0.8627187497696187 | -0.9673276080572679 | 1.757900550954998:0.9641506307437427 | -0.9634535072045882 | 1.918835472573214
0.9641506307437427 | -0.9634535072045882 | 1.918835472573214:1.075567329074479 | -0.9565695985926106 | 2.082815209558996
1.075567329074479 | -0.9565695985926106 | 2.082815209558996:1.1972434241327172 | -0.946515143337491 | 2.2492150284796395
1.1972434241327172 | -0.946515143337491 | 2.2492150284796395:1.3294221603555967 | -0.933144998812227 | 2.417393149095094
1.3294221603555967 | -0.933144998812227 | 2.417393149095094:1.4738988641289512 | -0.9189434219297734 | 2.585583950330124
1.4738988641289512 | -0.9189434219297734 | 2.585583950330124:1.630862571552645 | -0.9039038847215684 | 2.752964838317855
